model_name,trial_id,best_epoch,best_val_accuracy,test_accuracy,training_time_s,inference_time_ms_per_sample,peak_gpu_memory_mb
EfficientDetLite0,m2_t2,5,0.58,0.57,159.28758299999754,0.1710828125851549,314.19189453125
