model_name,trial_id,best_epoch,best_val_accuracy,test_accuracy,training_time_s,inference_time_ms_per_sample,peak_gpu_memory_mb
EfficientDetLite0,m2_t3,1,0.58,0.5,99.26757680000446,0.1769984376096545,303.36474609375
