model_name,trial_id,best_epoch,best_val_accuracy,test_accuracy,training_time_s,inference_time_ms_per_sample,peak_gpu_memory_mb
EfficientDetLite0,m2_t1,1,0.56,0.53,77.5284546000039,0.17728124998939165,119.2705078125
